area_id,area_name,b19037b001,b19037b001_moe,b19037b002,b19037b002_moe,b19037b003,b19037b003_moe,b19037b004,b19037b004_moe,b19037b005,b19037b005_moe,b19037b006,b19037b006_moe,b19037b007,b19037b007_moe,b19037b008,b19037b008_moe,b19037b009,b19037b009_moe,b19037b010,b19037b010_moe,b19037b011,b19037b011_moe,b19037b012,b19037b012_moe,b19037b013,b19037b013_moe,b19037b014,b19037b014_moe,b19037b015,b19037b015_moe,b19037b016,b19037b016_moe,b19037b017,b19037b017_moe,b19037b018,b19037b018_moe,b19037b019,b19037b019_moe,b19037b020,b19037b020_moe,b19037b021,b19037b021_moe,b19037b022,b19037b022_moe,b19037b023,b19037b023_moe,b19037b024,b19037b024_moe,b19037b025,b19037b025_moe,b19037b026,b19037b026_moe,b19037b027,b19037b027_moe,b19037b028,b19037b028_moe,b19037b029,b19037b029_moe,b19037b030,b19037b030_moe,b19037b031,b19037b031_moe,b19037b032,b19037b032_moe,b19037b033,b19037b033_moe,b19037b034,b19037b034_moe,b19037b035,b19037b035_moe,b19037b036,b19037b036_moe,b19037b037,b19037b037_moe,b19037b038,b19037b038_moe,b19037b039,b19037b039_moe,b19037b040,b19037b040_moe,b19037b041,b19037b041_moe,b19037b042,b19037b042_moe,b19037b043,b19037b043_moe,b19037b044,b19037b044_moe,b19037b045,b19037b045_moe,b19037b046,b19037b046_moe,b19037b047,b19037b047_moe,b19037b048,b19037b048_moe,b19037b049,b19037b049_moe,b19037b050,b19037b050_moe,b19037b051,b19037b051_moe,b19037b052,b19037b052_moe,b19037b053,b19037b053_moe,b19037b054,b19037b054_moe,b19037b055,b19037b055_moe,b19037b056,b19037b056_moe,b19037b057,b19037b057_moe,b19037b058,b19037b058_moe,b19037b059,b19037b059_moe,b19037b060,b19037b060_moe,b19037b061,b19037b061_moe,b19037b062,b19037b062_moe,b19037b063,b19037b063_moe,b19037b064,b19037b064_moe,b19037b065,b19037b065_moe,b19037b066,b19037b066_moe,b19037b067,b19037b067_moe,b19037b068,b19037b068_moe,b19037b069,b19037b069_moe
10.2,Whittier Heights,57,65,18,33,0,24,0,24,0,24,0,24,0,24,0,24,18,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,39,61,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,39,61,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,31,30,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,33,0,24,17,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,28,14,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,58,49,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,42,48,0,17,0,17,0,17,22,35,0,17,0,17,0,17,0,17,0,17,3,12,0,17,17,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,51,48,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,38,46,0,24,0,24,0,24,0,24,0,24,0,24,18,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,38,13,28,13,28,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,206,131,59,71,42,67,17,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,68,75,0,27,0,27,39,66,0,27,16,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,13,32,0,27,79,89,0,27,0,27,48,82,0,27,16,33,0,27,0,27,0,27,0,27,0,27,15,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,415,162,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,155,103,21,36,48,79,0,21,0,21,12,25,18,33,0,21,0,21,0,21,0,21,0,21,0,21,18,34,0,21,38,49,0,21,226,115,53,50,22,37,0,21,40,59,0,21,0,21,0,21,44,32,0,21,0,21,0,21,67,95,0,21,0,21,0,21,0,21,34,38,9,23,11,26,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,28,0,21,0,21,0,21,0,21
12.1,Magnolia,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,17,32,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,224,129,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,67,82,0,21,0,21,0,21,0,21,19,32,0,21,0,21,0,21,0,21,0,21,0,21,48,78,0,21,0,21,0,21,0,21,129,95,0,21,0,21,0,21,0,21,0,21,0,21,16,29,0,21,0,21,15,27,59,75,0,21,0,21,39,59,0,21,0,21,28,32,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,27,15,27,0,21,0,21,0,21,0,21,0,21
12.3,Queen Anne,565,246,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,290,164,0,40,46,81,0,40,45,74,0,40,0,40,43,78,32,63,49,84,29,60,0,40,15,44,19,48,0,40,12,42,0,40,268,178,0,40,0,40,146,149,0,40,0,40,0,40,0,40,0,40,0,40,51,90,0,40,14,42,25,54,0,40,32,50,0,40,7,40,0,40,7,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
13.1,Belltown,499,216,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,194,152,87,133,29,48,19,32,0,21,0,21,0,21,45,69,0,21,0,21,0,21,0,21,14,27,0,21,0,21,0,21,0,21,305,146,60,56,95,93,15,28,37,49,18,34,46,75,22,37,0,21,0,21,0,21,0,21,0,21,0,21,0,21,12,22,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,207,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,56,28,44,0,12,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,0,12,125,77,82,73,14,23,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,17,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,367,132,26,38,26,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,130,74,0,17,31,49,11,21,24,30,12,22,7,18,0,17,0,17,0,17,3,16,0,17,32,46,0,17,0,17,0,17,10,20,180,106,87,78,11,22,10,20,21,22,0,17,0,17,0,17,0,17,0,17,0,17,15,18,0,17,36,59,0,17,0,17,0,17,31,28,22,25,0,17,9,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
