area_id,area_name,b19037i001,b19037i001_moe,b19037i002,b19037i002_moe,b19037i003,b19037i003_moe,b19037i004,b19037i004_moe,b19037i005,b19037i005_moe,b19037i006,b19037i006_moe,b19037i007,b19037i007_moe,b19037i008,b19037i008_moe,b19037i009,b19037i009_moe,b19037i010,b19037i010_moe,b19037i011,b19037i011_moe,b19037i012,b19037i012_moe,b19037i013,b19037i013_moe,b19037i014,b19037i014_moe,b19037i015,b19037i015_moe,b19037i016,b19037i016_moe,b19037i017,b19037i017_moe,b19037i018,b19037i018_moe,b19037i019,b19037i019_moe,b19037i020,b19037i020_moe,b19037i021,b19037i021_moe,b19037i022,b19037i022_moe,b19037i023,b19037i023_moe,b19037i024,b19037i024_moe,b19037i025,b19037i025_moe,b19037i026,b19037i026_moe,b19037i027,b19037i027_moe,b19037i028,b19037i028_moe,b19037i029,b19037i029_moe,b19037i030,b19037i030_moe,b19037i031,b19037i031_moe,b19037i032,b19037i032_moe,b19037i033,b19037i033_moe,b19037i034,b19037i034_moe,b19037i035,b19037i035_moe,b19037i036,b19037i036_moe,b19037i037,b19037i037_moe,b19037i038,b19037i038_moe,b19037i039,b19037i039_moe,b19037i040,b19037i040_moe,b19037i041,b19037i041_moe,b19037i042,b19037i042_moe,b19037i043,b19037i043_moe,b19037i044,b19037i044_moe,b19037i045,b19037i045_moe,b19037i046,b19037i046_moe,b19037i047,b19037i047_moe,b19037i048,b19037i048_moe,b19037i049,b19037i049_moe,b19037i050,b19037i050_moe,b19037i051,b19037i051_moe,b19037i052,b19037i052_moe,b19037i053,b19037i053_moe,b19037i054,b19037i054_moe,b19037i055,b19037i055_moe,b19037i056,b19037i056_moe,b19037i057,b19037i057_moe,b19037i058,b19037i058_moe,b19037i059,b19037i059_moe,b19037i060,b19037i060_moe,b19037i061,b19037i061_moe,b19037i062,b19037i062_moe,b19037i063,b19037i063_moe,b19037i064,b19037i064_moe,b19037i065,b19037i065_moe,b19037i066,b19037i066_moe,b19037i067,b19037i067_moe,b19037i068,b19037i068_moe,b19037i069,b19037i069_moe
10.2,Whittier Heights,189,116,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,128,105,0,24,0,24,0,24,0,24,0,24,23,40,0,24,57,79,0,24,0,24,35,58,0,24,0,24,0,24,13,28,0,24,61,45,0,24,0,24,0,24,0,24,0,24,0,24,0,24,20,35,0,24,0,24,0,24,17,34,0,24,13,29,0,24,11,26,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,182,88,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,118,73,0,24,0,24,0,24,0,24,34,43,35,58,0,24,0,24,0,24,0,24,0,24,25,28,15,31,0,24,0,24,9,22,31,35,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,29,16,31,0,24,0,24,33,40,33,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
10.4,Ballard,327,179,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,318,179,0,17,0,17,15,25,0,17,17,28,87,135,0,17,35,54,0,17,60,60,0,17,0,17,0,17,0,17,30,35,74,87,9,14,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,14,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,368,139,61,54,0,24,0,24,0,24,0,24,34,42,0,24,0,24,0,24,0,24,12,29,15,33,0,24,0,24,0,24,0,24,0,24,253,120,0,24,0,24,17,34,0,24,0,24,0,24,14,30,17,35,34,41,15,30,87,97,34,41,0,24,20,38,15,32,0,24,54,49,0,24,13,30,0,24,0,24,0,24,0,24,0,24,0,24,21,37,20,36,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,137,69,34,43,0,27,0,27,17,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,17,34,0,27,0,27,0,27,0,27,59,44,0,27,12,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,29,14,33,9,28,0,27,0,27,13,31,0,27,26,35,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,26,35,0,27,0,27,0,27,0,27,0,27,18,36,18,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,538,181,44,41,14,29,0,21,0,21,0,21,0,21,0,21,0,21,15,29,0,21,0,21,0,21,15,29,0,21,0,21,0,21,0,21,390,166,0,21,38,45,19,34,14,28,0,21,106,104,0,21,0,21,18,33,49,49,0,21,20,35,92,79,15,29,19,35,0,21,38,46,0,21,0,21,0,21,23,41,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,8,23,7,22,0,21,0,21,66,66,32,53,17,33,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,17,32,0,21,0,21,0,21,0,21,0,21
12.1,Magnolia,70,51,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,14,29,14,29,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,43,50,0,24,0,24,0,24,0,24,18,33,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,44,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,176,88,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,133,80,0,21,13,27,0,21,0,21,0,21,20,38,0,21,13,24,0,21,0,21,0,21,46,51,0,21,25,44,16,30,0,21,10,22,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,22,0,21,0,21,0,21,0,21,0,21,33,41,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,13,30,20,34,0,21,0,21,0,21,0,21
12.3,Queen Anne,752,212,129,99,12,41,30,61,36,69,0,40,0,40,0,40,0,40,51,66,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,487,179,14,43,0,40,0,40,29,50,14,43,0,40,0,40,0,40,0,40,75,78,159,97,71,84,54,61,0,40,25,45,46,80,58,53,10,41,0,40,0,40,0,40,0,40,0,40,0,40,15,43,0,40,0,40,18,47,0,40,15,43,0,40,0,40,0,40,78,72,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,9,39,33,64,21,50,0,40,0,40,15,43,0,40,0,40
13.1,Belltown,221,115,71,67,58,65,13,25,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,100,72,0,21,0,21,0,21,0,21,21,32,0,21,28,47,14,26,0,21,0,21,0,21,19,38,0,21,0,21,18,34,0,21,50,58,0,21,0,21,19,36,0,21,0,21,31,49,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
13.2,Downtown Commercial Core,125,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,94,14,21,0,12,0,12,0,12,0,12,0,12,67,89,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,0,12,17,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
13.3,Pioneer Square/International District,64,51,16,22,8,18,0,17,0,17,8,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,36,41,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,0,17,12,24,12,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
