area_id,area_name,b06001001,b06001001_moe,b06001002,b06001002_moe,b06001003,b06001003_moe,b06001004,b06001004_moe,b06001005,b06001005_moe,b06001006,b06001006_moe,b06001007,b06001007_moe,b06001008,b06001008_moe,b06001009,b06001009_moe,b06001010,b06001010_moe,b06001011,b06001011_moe,b06001012,b06001012_moe,b06001013,b06001013_moe,b06001014,b06001014_moe,b06001015,b06001015_moe,b06001016,b06001016_moe,b06001017,b06001017_moe,b06001018,b06001018_moe,b06001019,b06001019_moe,b06001020,b06001020_moe,b06001021,b06001021_moe,b06001022,b06001022_moe,b06001023,b06001023_moe,b06001024,b06001024_moe,b06001025,b06001025_moe,b06001026,b06001026_moe,b06001027,b06001027_moe,b06001028,b06001028_moe,b06001029,b06001029_moe,b06001030,b06001030_moe,b06001031,b06001031_moe,b06001032,b06001032_moe,b06001033,b06001033_moe,b06001034,b06001034_moe,b06001035,b06001035_moe,b06001036,b06001036_moe,b06001037,b06001037_moe,b06001038,b06001038_moe,b06001039,b06001039_moe,b06001040,b06001040_moe,b06001041,b06001041_moe,b06001042,b06001042_moe,b06001043,b06001043_moe,b06001044,b06001044_moe,b06001045,b06001045_moe,b06001046,b06001046_moe,b06001047,b06001047_moe,b06001048,b06001048_moe,b06001049,b06001049_moe,b06001050,b06001050_moe,b06001051,b06001051_moe,b06001052,b06001052_moe,b06001053,b06001053_moe,b06001054,b06001054_moe,b06001055,b06001055_moe,b06001056,b06001056_moe,b06001057,b06001057_moe,b06001058,b06001058_moe,b06001059,b06001059_moe,b06001060,b06001060_moe
46,South Chicago,29458,1592,2110,409,6175,632,2815,439,3761,531,3596,435,4145,479,1543,250,700,192,795,261,2240,272,1578,255,20461,1411,2009,393,5392,598,2395,416,2891,454,2280,345,2793,400,873,178,400,145,354,135,745,179,329,102,5096,519,88,92,453,181,92,64,234,133,444,177,709,194,401,144,246,122,320,210,1124,218,985,208,262,148,0,37,19,45,90,93,16,44,15,43,18,45,0,37,13,41,34,44,51,49,6,39,3639,656,13,41,311,128,238,114,620,243,857,269,625,190,269,117,41,50,87,71,320,124,258,119
47,Burnside,3508,686,194,95,854,350,425,171,467,254,356,132,291,105,200,65,120,82,151,84,250,74,200,69,2734,699,178,96,816,329,415,167,467,254,279,116,227,90,110,67,90,76,78,58,41,31,33,32,664,145,16,26,38,51,0,11,0,11,32,56,48,55,74,49,30,34,63,58,209,72,154,65,10,18,0,11,0,11,10,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,100,88,0,11,0,11,0,11,0,11,45,55,16,23,16,23,0,11,10,21,0,11,13,24
48,Calumet Heights,14382,814,624,206,2388,363,1117,282,1134,256,1741,286,2142,312,906,217,432,154,578,162,1837,246,1483,230,9815,781,534,167,2222,336,978,266,1050,249,1480,270,1623,299,532,164,266,129,255,99,471,144,404,124,3761,386,90,100,67,67,50,46,26,43,160,93,367,144,260,104,154,86,275,106,1289,231,1023,221,51,65,0,27,0,27,0,27,0,27,0,27,0,27,51,65,0,27,0,27,0,27,0,27,755,333,0,27,99,93,89,114,58,53,101,67,152,83,63,69,12,31,48,66,77,60,56,50
49,Roseland,45285,1660,2470,365,8481,746,4679,507,5002,594,5761,553,6039,522,2597,315,961,191,1595,275,4175,345,3525,325,33791,1623,2415,359,8156,731,4309,468,4563,573,5013,520,4462,447,1607,262,402,116,840,213,1237,207,787,189,10672,692,55,57,292,137,322,154,375,148,633,217,1389,310,939,192,532,151,722,186,2810,324,2603,273,115,78,0,41,25,56,7,42,10,45,26,49,0,41,0,41,0,41,15,43,18,49,14,45,707,213,0,41,8,43,41,53,54,52,89,63,188,100,51,64,27,52,18,49,110,75,121,90
50,Pullman,7262,584,621,177,1080,272,617,157,1035,262,955,188,978,194,486,121,177,74,214,83,609,133,490,109,5422,559,621,177,1036,269,585,156,892,247,809,176,723,181,300,93,75,46,108,56,147,66,126,57,1567,205,0,19,34,40,26,42,103,60,108,67,179,86,176,82,89,53,99,68,417,111,336,95,27,34,0,19,10,22,0,19,0,19,4,25,0,19,0,19,13,25,0,19,0,19,0,19,246,135,0,19,0,19,6,19,40,51,34,44,76,50,10,25,0,19,7,18,45,46,28,30
51,South Deering,16445,1030,871,236,3617,545,1602,337,2050,376,2101,301,2399,316,857,183,400,138,534,160,1189,219,825,163,11278,923,851,235,3246,505,1320,297,1691,336,1332,217,1431,263,395,123,127,69,276,115,339,153,270,96,2780,381,20,40,213,159,65,56,49,47,171,127,492,198,263,107,195,119,226,95,686,151,400,120,84,83,0,25,34,46,0,25,8,27,0,25,34,48,0,25,0,25,0,25,8,26,0,25,2303,442,0,25,124,106,217,143,302,160,598,218,442,128,199,100,78,57,32,34,156,81,155,71
52,East Side,23517,1386,2009,368,5566,724,1945,370,3414,581,3270,441,2676,365,1241,239,422,132,479,149,1081,219,1414,251,13741,1032,1836,349,4481,639,1450,331,1650,382,1181,250,1170,258,454,143,193,92,211,90,470,127,645,161,2105,385,163,107,713,273,96,74,224,107,227,102,150,81,152,79,31,34,29,31,16,28,304,100,337,169,10,32,20,41,19,38,48,56,46,45,21,38,23,36,0,29,73,85,0,29,77,74,7334,780,0,29,352,159,380,159,1492,441,1816,379,1335,305,612,165,198,93,166,84,595,179,388,153
53,West Pullman,30810,1644,2084,390,6871,875,3274,508,3640,503,3765,495,3593,385,1872,317,550,147,1139,244,2453,281,1569,239,23272,1616,2065,389,6507,877,3067,493,3220,466,3156,455,2502,341,1196,260,315,111,449,152,583,164,212,92,6565,588,12,42,265,154,82,73,347,135,387,144,866,202,602,167,232,92,680,184,1787,242,1305,226,96,83,7,39,7,39,0,39,9,40,44,66,0,39,12,43,0,39,0,39,9,38,8,38,877,290,0,39,92,78,125,106,64,58,178,113,225,137,62,50,3,39,10,37,74,52,44,48
54,Riverdale,6820,725,584,184,2423,388,734,181,769,168,932,230,428,104,239,111,73,63,131,67,283,106,224,85,5732,722,546,184,2160,384,719,179,696,157,867,231,298,96,188,106,73,63,72,48,113,73,0,16,1034,222,38,44,263,150,15,26,73,68,65,70,76,58,51,47,0,16,59,55,170,95,224,85,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,54,41,0,16,0,16,0,16,0,16,0,16,54,41,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,10168,928,695,298,2240,441,730,248,1241,273,1398,317,1569,318,517,237,180,116,173,87,678,193,747,212,6980,753,472,284,1762,325,623,242,817,249,878,266,1054,273,341,217,109,82,107,76,378,151,439,182,1995,522,223,136,447,331,81,73,254,101,231,139,233,113,90,57,55,74,27,29,214,102,140,78,81,56,0,19,0,19,0,19,0,19,16,29,0,19,15,19,0,19,8,21,16,28,26,41,1112,308,0,19,31,38,26,31,170,109,273,160,282,148,71,53,16,27,31,30,70,56,142,81
56,Garfield Ridge,33940,1080,2018,334,5836,473,2706,394,4377,557,4817,445,4950,448,2315,341,904,205,934,187,2587,291,2496,284,23580,1048,1852,321,5577,483,2124,337,3143,476,3058,394,2704,381,1368,259,454,143,416,127,1401,233,1483,233,2328,319,70,69,153,93,159,116,300,154,280,120,350,138,221,98,20,43,57,50,455,119,263,89,335,134,23,48,17,48,39,57,15,46,59,65,35,52,53,47,10,44,53,62,22,47,9,42,7697,724,73,66,89,80,384,161,919,244,1420,285,1861,324,673,213,420,163,408,124,709,161,741,191
57,Archer Heights,13434,778,1476,289,2560,328,1653,288,1920,305,1884,249,1603,242,657,162,185,84,261,98,674,151,561,130,7123,573,1372,289,2267,310,924,196,778,197,629,164,488,150,157,82,26,30,84,49,173,69,225,80,494,160,73,57,88,77,41,37,73,53,79,48,35,38,37,35,0,27,2,26,0,27,66,47,197,115,4,26,19,31,0,27,0,27,15,31,29,45,25,45,2,30,41,55,40,49,22,35,5620,570,27,34,186,88,688,222,1069,254,1161,235,1051,216,438,133,157,79,134,69,461,131,248,89
58,Brighton Park,44148,1807,4236,499,10341,839,5447,647,6650,622,6500,590,5105,463,1790,313,522,149,778,209,1501,255,1278,201,22552,1308,4076,488,8934,822,3265,476,2566,380,1059,233,908,200,420,150,99,70,135,89,513,143,577,137,1811,399,88,79,452,249,276,129,306,147,222,120,217,94,63,62,18,43,9,43,28,39,132,64,569,174,18,50,9,43,61,71,126,84,75,72,102,79,45,51,23,52,83,83,0,43,27,50,19216,1183,54,56,946,268,1845,423,3652,514,5144,545,3878,421,1262,261,382,131,551,177,960,216,542,159
59,McKinley Park,16434,925,1277,241,3297,452,1540,295,2825,392,2235,281,2227,308,1026,205,333,126,395,112,546,134,733,168,8994,733,1216,237,2830,429,1053,245,1356,238,780,171,734,176,264,97,141,97,50,40,213,88,357,118,1207,223,40,39,217,106,82,79,249,113,108,67,138,73,118,72,62,50,44,42,74,41,75,42,217,97,0,25,40,43,31,33,56,59,0,25,23,28,7,25,0,25,11,28,45,41,4,23,6016,602,21,26,210,81,374,135,1164,314,1347,251,1332,254,637,160,130,72,290,103,214,82,297,116
60,Bridgeport,32430,1332,1630,289,5269,596,4083,492,5299,513,4672,447,4347,433,2237,307,671,141,964,187,1923,273,1335,241,18454,1039,1576,289,4487,555,2749,430,2893,373,2086,293,1296,220,1061,199,348,101,528,144,767,159,663,131,2515,377,26,41,260,154,362,119,596,192,405,139,224,90,166,81,19,39,107,58,182,88,168,83,391,164,9,38,120,87,8,37,6,36,63,66,83,79,9,37,0,37,9,37,35,58,49,69,11070,874,19,34,402,161,964,230,1804,356,2118,319,2744,387,1001,213,304,93,320,110,939,216,455,171
61,New City,42107,1897,4238,520,9589,775,5384,559,6498,617,5857,501,4866,514,1786,270,628,163,714,170,1468,227,1079,198,26097,1584,3992,495,8388,741,3660,463,3221,434,2425,332,2211,354,857,187,228,96,263,97,435,120,417,124,3565,436,150,96,354,132,201,97,387,139,464,142,532,148,252,94,156,86,183,86,507,134,379,103,424,195,13,46,32,64,18,52,137,105,51,63,64,70,27,51,25,55,0,47,16,47,41,56,12021,876,83,69,815,203,1505,305,2753,415,2917,380,2059,336,650,179,219,110,268,121,510,149,242,102
62,West Elsdon,18980,1098,1489,297,3942,554,2139,335,2953,360,2840,324,2271,297,806,161,305,117,503,179,840,165,892,176,10037,801,1416,294,3382,489,1338,236,1296,246,768,222,683,201,206,76,62,41,113,54,272,93,501,129,1180,248,73,74,141,72,84,61,163,88,210,100,118,69,108,63,41,50,26,36,88,73,128,57,223,149,0,27,0,27,34,61,6,25,31,46,33,41,23,31,23,41,0,27,57,83,16,29,7540,719,0,27,419,181,683,238,1488,292,1831,298,1437,245,469,139,179,93,364,170,423,128,247,104
63,Gage Park,39492,1743,3447,452,9633,741,5254,574,6311,702,5379,523,4499,476,1702,291,525,170,511,153,1168,221,1063,215,19133,1135,3404,452,8096,697,2838,399,2305,425,617,184,743,184,302,113,47,49,114,70,256,89,411,118,1865,340,12,43,418,171,233,107,228,120,225,102,275,144,217,94,28,43,39,44,118,62,72,85,345,137,6,39,21,50,0,41,30,48,64,61,104,72,55,56,0,41,7,41,36,46,22,42,18149,1221,25,41,1098,287,2183,415,3748,602,4473,496,3377,428,1128,260,450,165,351,138,758,194,558,164
64,Clearing,22716,982,1654,371,3886,422,1880,383,3972,549,2882,383,2970,365,1599,287,344,117,533,149,1389,256,1607,217,16376,994,1581,356,3573,416,1455,338,2771,504,1738,306,2104,302,875,214,166,71,347,124,768,156,998,168,1174,247,9,30,76,67,76,70,182,81,297,124,153,86,141,83,0,31,21,34,59,56,160,80,177,101,0,31,0,31,27,46,26,50,49,37,7,36,52,56,0,31,12,34,0,31,4,30,4989,650,64,78,237,152,322,172,993,305,798,221,706,188,531,192,178,97,153,84,562,214,445,170
65,West Lawn,32950,1269,2649,394,7645,675,3232,456,5493,648,4580,433,4001,410,1487,293,426,130,669,173,1250,234,1518,255,18985,1044,2527,368,7000,662,2288,368,2495,422,1099,234,1278,244,558,168,176,76,209,77,475,149,880,202,1637,370,103,142,73,73,90,67,319,138,302,153,142,83,137,75,27,42,107,73,62,47,275,123,410,153,19,43,51,55,27,46,0,34,17,33,103,74,33,48,0,34,9,34,99,88,52,54,11918,941,0,34,521,199,827,271,2679,564,3162,382,2478,388,759,217,223,96,344,140,614,170,311,130
66,Chicago Lawn,54807,2224,5677,684,13023,1001,5806,602,8065,777,7281,607,6756,583,2929,368,643,169,1076,221,2367,309,1184,205,36818,1944,5410,673,11977,973,4514,551,4961,590,3735,474,3548,429,1408,258,189,85,290,111,493,138,293,116,5693,595,87,82,479,194,294,136,334,162,443,156,1042,256,736,197,232,108,377,149,1143,227,526,141,631,252,84,84,65,68,54,66,111,93,49,65,146,103,30,56,11,49,22,59,48,60,11,50,11665,1038,96,69,502,174,944,246,2659,515,3054,404,2020,345,755,186,211,102,387,131,683,189,354,121
67,West Englewood,35294,1620,2582,372,7443,721,4650,529,4341,479,3997,406,4471,443,1845,269,631,170,984,194,2641,277,1709,223,27406,1511,2475,364,6948,684,4356,514,3760,437,3559,381,3331,375,1296,232,362,128,346,112,726,171,247,80,7121,546,107,69,472,184,200,115,287,117,306,122,1037,225,515,135,249,102,623,155,1890,236,1435,210,84,85,0,48,0,48,10,49,44,82,0,48,0,48,8,49,0,48,5,48,17,50,0,48,683,274,0,48,23,52,84,108,250,145,132,79,103,70,26,53,20,53,10,47,8,47,27,52
68,Englewood,28824,1517,2436,374,6353,674,3705,470,3070,400,3197,351,3510,389,1737,280,633,168,734,183,1870,272,1579,230,23157,1451,2309,368,6019,664,3565,468,2949,393,2967,332,2722,342,1039,215,413,129,398,126,469,150,307,115,5435,512,127,85,306,135,136,92,78,64,228,101,752,200,628,169,212,105,336,138,1368,227,1264,198,31,42,0,36,15,41,0,36,10,38,0,36,6,36,0,36,0,36,0,36,0,36,0,36,201,126,0,36,13,41,4,35,33,63,2,35,30,36,70,83,8,37,0,36,33,54,8,37
69,Greater Grand Crossing,32873,1529,2481,383,6684,742,3341,455,3464,408,3831,449,4754,466,2189,303,823,177,989,227,2058,272,2259,239,25667,1451,2443,384,6211,730,3111,429,3155,388,3156,389,3780,422,1416,258,518,145,601,192,744,166,532,158,6787,616,29,51,415,182,220,165,266,117,637,219,875,232,757,193,283,110,331,119,1278,230,1696,194,50,48,9,39,0,38,10,40,11,41,0,38,0,38,0,38,15,43,0,38,0,38,5,38,369,191,0,38,58,92,0,38,32,48,38,60,99,66,16,40,7,38,57,56,36,54,26,39
70,Ashburn,42788,1596,2768,421,8835,744,4448,607,5277,704,5656,517,6720,499,3081,459,832,233,969,214,2179,276,2023,290,31441,1470,2737,419,8462,723,3835,580,3735,619,3528,463,4540,453,1642,343,369,152,422,135,999,211,1172,224,4851,603,31,64,204,129,265,145,247,122,348,170,1010,250,684,197,213,120,397,145,757,182,695,212,326,166,0,41,30,48,44,62,127,131,38,56,24,39,12,42,0,41,0,41,31,58,20,49,6170,728,0,41,139,90,304,141,1168,313,1742,307,1146,225,743,240,250,142,150,90,392,146,136,67
71,Auburn Gresham,49634,1882,3433,522,9947,847,5437,561,5176,569,6359,610,6884,599,2821,380,927,186,1257,227,4198,387,3195,330,38342,1867,3315,510,9616,842,4981,541,4966,561,5568,577,5551,562,1679,294,483,145,490,136,1082,210,611,160,10810,691,107,84,316,136,378,167,183,96,733,230,1226,243,1109,234,427,118,718,180,3046,336,2567,297,41,54,11,46,0,46,20,53,9,46,1,44,0,46,0,46,0,46,0,46,0,46,0,46,441,194,0,46,15,49,58,76,18,48,57,59,107,85,33,57,17,51,49,61,70,59,17,49
72,Beverly,21226,812,1410,237,4413,383,1463,245,1571,256,2910,261,3834,336,1569,209,672,157,613,145,1422,214,1349,205,17326,832,1396,234,4129,370,1319,224,1438,246,2172,265,3131,320,1333,207,493,122,359,111,790,131,766,141,3058,360,14,34,202,122,128,90,117,68,584,151,503,139,204,86,135,70,212,88,575,148,384,135,102,52,0,29,22,34,16,31,16,32,26,38,22,34,0,29,0,29,0,29,0,29,0,29,740,173,0,29,60,52,0,29,0,29,128,62,178,75,32,36,44,44,42,38,57,63,199,89
73,Washington Heights,26021,1161,1279,294,4405,506,2439,411,2516,375,2773,347,3807,424,1718,287,732,173,948,213,2561,287,2843,360,18725,1094,1235,277,4049,513,2268,381,2318,363,2462,312,3035,394,1187,253,410,126,449,143,749,183,563,152,7006,486,35,64,356,150,159,101,136,76,273,131,677,180,505,144,321,112,490,154,1791,240,2263,326,102,74,9,35,0,33,0,33,54,62,0,33,28,44,11,35,0,33,0,33,0,33,0,33,188,101,0,33,0,33,12,37,8,34,38,60,67,69,15,40,1,31,9,34,21,38,17,36
74,Mount Greenwood,18475,761,1201,239,3448,448,1893,326,1989,323,2793,344,3098,310,1112,214,483,145,312,104,1090,205,1056,167,16795,784,1151,237,3379,441,1607,315,1803,295,2358,307,2877,299,1030,208,422,137,271,98,988,200,909,167,1110,236,50,51,38,45,245,76,121,91,223,111,163,81,59,40,31,40,20,30,55,44,105,56,52,59,0,25,22,38,0,25,0,25,30,51,0,25,0,25,0,25,0,25,0,25,0,25,518,174,0,25,9,27,41,42,65,52,182,117,58,47,23,34,30,37,21,32,47,48,42,51
75,Morgan Park,22681,1102,1151,276,4282,593,1842,313,2340,463,3224,340,3464,408,1439,243,573,146,662,163,1763,218,1941,267,17907,978,1134,275,4080,577,1671,284,2017,435,2926,339,2718,348,1034,194,390,121,404,131,684,145,849,191,4119,415,17,33,151,110,124,102,295,128,195,101,573,147,368,143,165,84,229,89,1040,177,962,194,45,47,0,31,0,31,35,46,0,31,2,27,0,31,8,32,0,31,0,31,0,31,0,31,610,230,0,31,51,59,12,32,28,40,101,79,173,115,29,32,18,33,29,37,39,43,130,95
76,O'Hare,13687,1091,1318,416,1241,440,911,284,3264,546,1875,365,1862,408,1021,305,138,95,463,174,1054,352,540,158,5901,864,1270,416,1023,428,381,192,746,242,557,167,673,252,293,133,55,52,230,106,323,119,350,127,866,282,11,39,43,62,57,99,187,114,131,97,274,167,75,72,11,41,46,81,0,38,31,49,542,258,0,38,35,59,103,141,126,111,0,38,92,97,68,85,11,41,0,38,96,90,11,40,6378,774,37,69,140,127,370,193,2205,480,1187,321,823,334,585,258,61,83,187,120,635,338,148,107
77,Edgewater,55333,1717,2631,442,3934,616,6825,834,12479,901,9001,678,7351,630,3354,417,1330,283,1818,348,3377,414,3233,360,21518,1152,2260,415,2827,508,2612,438,4265,532,2591,392,2643,375,1258,240,515,170,550,155,996,210,1001,217,15994,872,291,123,244,173,2169,395,4205,511,2992,419,2364,326,905,191,462,161,378,125,1130,230,854,210,942,227,11,49,64,70,109,92,191,94,148,89,142,86,80,72,0,48,69,89,37,59,91,111,16879,1341,69,58,799,285,1935,592,3818,587,3270,473,2202,386,1111,299,353,165,821,262,1214,301,1287,253
