area_id,area_name,b06010001,b06010001_moe,b06010002,b06010002_moe,b06010003,b06010003_moe,b06010004,b06010004_moe,b06010005,b06010005_moe,b06010006,b06010006_moe,b06010007,b06010007_moe,b06010008,b06010008_moe,b06010009,b06010009_moe,b06010010,b06010010_moe,b06010011,b06010011_moe,b06010012,b06010012_moe,b06010013,b06010013_moe,b06010014,b06010014_moe,b06010015,b06010015_moe,b06010016,b06010016_moe,b06010017,b06010017_moe,b06010018,b06010018_moe,b06010019,b06010019_moe,b06010020,b06010020_moe,b06010021,b06010021_moe,b06010022,b06010022_moe,b06010023,b06010023_moe,b06010024,b06010024_moe,b06010025,b06010025_moe,b06010026,b06010026_moe,b06010027,b06010027_moe,b06010028,b06010028_moe,b06010029,b06010029_moe,b06010030,b06010030_moe,b06010031,b06010031_moe,b06010032,b06010032_moe,b06010033,b06010033_moe,b06010034,b06010034_moe,b06010035,b06010035_moe,b06010036,b06010036_moe,b06010037,b06010037_moe,b06010038,b06010038_moe,b06010039,b06010039_moe,b06010040,b06010040_moe,b06010041,b06010041_moe,b06010042,b06010042_moe,b06010043,b06010043_moe,b06010044,b06010044_moe,b06010045,b06010045_moe,b06010046,b06010046_moe,b06010047,b06010047_moe,b06010048,b06010048_moe,b06010049,b06010049_moe,b06010050,b06010050_moe,b06010051,b06010051_moe,b06010052,b06010052_moe,b06010053,b06010053_moe,b06010054,b06010054_moe,b06010055,b06010055_moe
50,Pullman,5773,392,729,160,5044,393,1222,245,708,150,820,162,448,119,842,182,591,132,113,49,300,100,3967,359,633,153,3334,330,999,228,376,113,463,124,272,95,499,136,485,124,45,33,195,76,1533,208,92,65,1441,188,155,72,292,93,249,84,166,66,304,110,102,63,68,35,105,68,27,34,0,19,27,34,10,22,0,19,13,25,0,19,0,19,4,25,0,19,0,19,246,135,4,20,242,134,58,43,40,50,95,66,10,25,39,25,0,19,0,19,0,19
51,South Deering,12771,711,2959,494,9812,507,2758,351,1466,272,1876,276,1309,266,1108,212,655,188,349,134,291,131,7921,676,2118,434,5803,461,1793,271,632,183,996,219,682,212,706,175,529,179,262,116,203,118,2574,342,293,157,2281,307,589,162,364,126,439,156,396,134,240,101,89,56,76,68,88,63,59,66,17,39,42,49,0,25,25,45,0,25,8,26,0,25,0,25,9,27,0,25,2217,413,531,185,1686,342,376,131,445,193,441,143,223,95,162,91,37,41,2,19,0,25
52,East Side,17092,863,3702,427,13390,677,2837,392,1489,278,2880,383,2057,315,1729,254,1025,204,550,160,823,222,8316,671,1775,285,6541,576,1696,317,760,167,1144,236,876,204,773,195,526,137,271,117,495,153,1351,247,395,145,956,199,146,66,96,61,261,101,62,43,160,85,98,80,33,34,100,85,307,162,12,37,295,157,66,65,8,28,87,75,31,35,39,42,64,83,0,29,0,29,7118,756,1520,303,5598,606,929,209,625,218,1388,286,1088,263,757,186,337,111,246,116,228,103
53,West Pullman,23613,1133,5147,640,18466,879,5018,536,2463,362,3111,434,2566,355,2189,365,1752,320,496,165,871,202,16338,1083,4405,617,11933,827,3586,434,1553,296,1764,376,1635,302,1280,305,1122,250,372,162,621,174,6386,563,552,166,5834,503,1281,265,840,185,1152,216,784,171,773,184,630,177,124,65,250,93,82,75,6,39,76,72,0,39,19,53,17,46,15,42,25,56,0,39,0,39,0,39,807,270,184,115,623,216,151,107,51,61,178,118,132,84,111,68,0,39,0,39,0,39
54,Riverdale,4278,450,1103,261,3175,339,1401,290,570,146,489,164,252,115,290,114,81,69,56,49,36,42,3445,439,974,260,2471,308,1139,260,373,121,414,142,166,96,244,106,71,67,56,49,8,20,779,140,102,77,677,136,262,109,197,103,75,79,59,47,46,49,10,20,0,16,28,43,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,54,41,27,23,27,22,0,16,0,16,0,16,27,22,0,16,0,16,0,16,0,16
55,Hegewisch,7748,743,1572,381,6176,575,1163,272,722,201,901,238,813,213,1065,264,408,147,222,94,882,247,5233,672,1185,352,4048,527,792,230,476,162,528,174,487,166,656,227,329,128,187,89,593,209,1353,273,126,88,1227,253,277,119,108,76,176,107,119,60,254,135,55,50,18,22,220,119,81,56,5,18,76,55,8,21,32,35,0,19,10,20,26,41,0,19,0,19,0,19,1081,300,256,122,825,217,86,62,106,72,197,88,197,124,129,75,24,28,17,28,69,50
56,Garfield Ridge,27325,846,3920,444,23405,707,3744,384,2426,336,3713,365,3382,382,3306,397,2772,318,1265,234,2797,313,17299,835,2660,390,14639,726,2453,327,1467,285,1980,276,1893,283,2052,321,1874,261,972,204,1948,284,2162,297,238,103,1924,274,208,92,164,63,308,108,373,130,249,104,255,96,68,65,299,132,295,128,35,52,260,121,53,60,9,42,33,44,0,42,104,90,46,59,15,46,0,42,7569,709,987,228,6582,626,1030,224,786,196,1392,270,1116,235,901,237,597,158,210,104,550,145
57,Archer Heights,9940,583,2038,278,7902,469,1527,230,921,180,2042,294,1388,226,1164,210,368,97,158,73,334,95,3957,451,995,230,2962,366,647,160,238,86,788,185,444,130,435,137,174,62,59,45,177,74,347,116,89,73,258,100,9,26,15,28,42,40,56,49,85,54,13,32,17,37,21,33,182,114,34,43,148,94,50,61,74,63,4,27,4,26,16,35,0,27,0,27,0,27,5454,548,920,200,4534,459,821,185,594,150,1208,259,884,200,628,143,181,78,82,51,136,71
58,Brighton Park,32156,1308,8381,747,23775,1049,5431,536,3617,390,5495,529,4104,424,2639,354,1469,272,447,138,573,176,11567,863,3839,488,7728,698,2229,336,1207,252,1310,254,1199,248,927,239,605,185,105,59,146,104,1415,313,334,132,1081,264,266,113,263,116,138,82,169,92,168,103,53,67,23,44,1,42,551,172,112,79,439,148,71,70,98,82,75,70,71,71,83,68,25,50,8,44,8,44,18623,1113,4096,503,14527,916,2865,410,2049,302,3972,459,2665,376,1461,243,786,186,311,129,418,143
59,McKinley Park,12559,667,2352,342,10207,558,2398,316,1032,214,2506,330,1455,247,1465,251,617,137,233,107,501,139,5509,501,1121,230,4388,433,1183,225,345,123,1027,217,505,139,687,174,277,100,140,87,224,88,1004,189,135,88,869,172,212,87,114,59,110,70,88,54,175,84,103,54,44,36,23,27,180,94,60,59,120,64,13,24,24,33,25,26,37,39,12,31,9,28,0,25,0,25,5866,586,1036,220,4830,508,990,201,549,164,1344,270,825,186,591,161,228,83,49,50,254,107
60,Bridgeport,27035,1050,4178,474,22857,921,5497,530,3084,386,4008,409,2993,367,2519,311,2034,275,841,196,1881,228,13627,765,2101,320,11526,688,2756,375,1293,267,1810,283,1427,256,1306,225,1270,206,527,146,1137,170,2294,342,258,105,2036,323,345,112,258,90,334,116,263,105,345,126,226,105,86,64,179,75,282,142,72,107,210,107,30,44,6,36,54,54,20,40,44,53,56,65,0,37,0,37,10832,851,1747,316,9085,734,2366,353,1527,282,1810,316,1283,264,824,190,482,140,228,115,565,147
61,New City,30694,1374,7453,720,23241,1028,6907,608,3606,392,5078,491,3311,363,2084,268,1064,199,394,116,797,166,15680,1074,4555,598,11125,739,3768,445,1559,249,1851,291,1495,255,1088,204,582,144,273,97,509,134,3172,385,460,141,2712,339,752,171,427,122,521,134,440,142,257,100,188,90,56,63,71,63,382,188,109,81,273,143,69,63,48,58,36,54,55,62,50,66,0,47,0,47,15,49,11460,834,2329,318,9131,741,2318,361,1572,290,2670,396,1321,224,689,166,294,125,65,58,202,91
62,West Elsdon,14394,700,3345,498,11049,565,2714,390,1158,215,2385,333,1757,292,1435,231,884,191,283,110,433,140,5981,600,1575,301,4406,482,1257,245,492,140,903,194,526,154,618,172,278,93,185,93,147,86,971,227,74,54,897,234,139,96,109,63,217,84,88,70,183,103,74,54,1,22,86,55,223,149,34,42,189,134,52,63,35,48,46,51,13,31,0,27,33,42,10,30,0,27,7219,682,1662,368,5557,533,1266,322,522,155,1219,266,1130,255,634,155,499,154,87,63,200,88
63,Gage Park,28799,1300,8148,709,20651,1003,4644,484,3029,412,5442,572,3792,390,1952,319,1127,246,295,112,370,128,9451,713,3350,435,6101,592,1599,288,773,193,1423,251,1134,229,487,145,412,138,128,89,145,87,1546,303,299,133,1247,252,272,119,156,103,246,112,255,103,98,57,148,100,13,39,59,60,339,137,61,62,278,115,65,71,39,53,45,54,38,54,57,50,8,40,11,41,15,44,17463,1149,4438,498,13025,891,2708,379,2061,377,3728,509,2365,312,1310,282,559,199,143,75,151,77
64,Clearing,18037,730,2289,329,15748,723,2554,366,1221,220,3117,421,2130,291,2625,430,1859,311,740,183,1502,251,11972,789,1514,272,10458,768,1528,285,785,183,1699,305,1244,243,1914,430,1350,286,639,185,1299,232,1142,245,122,77,1020,222,188,108,16,40,190,87,223,103,167,93,95,57,55,45,86,59,177,101,14,34,163,91,37,52,0,31,13,34,41,53,17,32,27,36,7,36,21,35,4746,610,639,191,4107,551,801,226,420,153,1215,303,622,173,527,151,387,127,39,38,96,54
65,West Lawn,24398,944,6390,699,18008,751,3317,410,1777,307,3646,488,3188,370,3263,506,1106,246,644,193,1067,220,10920,772,2914,462,8006,646,1771,301,794,202,1418,271,1083,236,1262,244,668,195,355,141,655,166,1503,340,268,165,1235,269,244,120,117,80,226,120,179,92,200,103,97,63,81,72,91,75,352,141,51,54,301,132,88,69,85,86,28,36,57,50,8,33,10,34,0,34,25,41,11623,912,3157,483,8466,702,1214,260,781,202,1974,371,1869,310,1793,389,331,133,208,103,296,121
66,Chicago Lawn,39655,1530,11214,919,28441,1143,7294,662,3622,452,6035,596,4350,485,3912,464,2081,355,490,147,657,165,22554,1264,7527,830,15027,920,4284,492,1801,317,2917,407,2095,340,2130,330,1141,274,345,128,314,107,5271,560,680,179,4591,514,1302,240,709,162,683,185,676,183,696,201,221,115,87,71,217,119,519,219,152,98,367,150,69,72,98,91,53,63,75,65,18,48,41,57,6,47,7,48,11311,984,2855,395,8456,761,1639,345,1014,277,2382,438,1504,278,1068,221,678,186,52,48,119,69
67,West Englewood,27308,1166,7579,719,19729,836,7055,576,2984,343,4184,397,2135,296,1906,272,750,177,217,121,498,132,19926,1080,6639,673,13287,757,5293,524,1738,283,2385,333,1526,258,1281,215,560,157,131,108,373,121,6624,491,744,169,5880,450,1607,246,1191,182,1600,227,527,141,581,148,185,85,86,71,103,60,84,85,0,48,84,85,35,57,11,50,24,58,0,48,6,48,0,48,0,48,8,49,674,271,196,105,478,213,120,89,44,59,175,131,82,68,38,78,5,48,0,48,14,52
68,Englewood,21754,1116,6289,640,15465,803,6170,533,2376,316,2753,332,1601,257,1223,231,758,189,118,74,466,154,16464,1029,5686,628,10778,713,4501,474,1306,236,1892,281,1264,230,796,187,599,175,87,73,333,135,5071,466,532,166,4539,408,1653,252,1034,211,829,173,318,114,393,127,149,77,30,38,133,84,31,42,15,41,16,38,6,36,10,38,0,36,0,36,0,36,0,36,0,36,0,36,188,115,56,53,132,86,10,35,26,54,32,52,19,46,34,43,10,35,1,35,0,36
69,Greater Grand Crossing,25644,1109,5166,596,20478,872,5697,544,2475,327,4175,465,2625,356,2418,349,1532,261,421,139,1135,228,18855,1001,4468,534,14387,764,4161,455,1596,271,2744,381,1876,311,1812,304,1117,235,339,119,742,182,6437,551,645,236,5792,484,1469,245,860,193,1380,263,729,160,592,164,371,121,82,76,309,115,41,47,0,38,41,47,21,43,0,38,0,38,5,38,0,38,15,43,0,38,0,38,311,129,53,56,258,104,46,51,19,39,51,45,15,40,14,39,29,49,0,38,84,77
70,Ashburn,33237,1219,6824,694,26413,977,4889,604,2373,389,3660,486,4024,451,3604,442,3108,503,1348,257,3407,426,22205,1178,5088,607,17117,968,3455,503,1403,304,1904,320,2537,363,2200,345,2135,411,926,204,2557,402,4674,539,468,170,4206,513,736,225,413,151,584,182,412,147,654,197,501,177,324,152,582,211,304,162,47,56,257,159,0,41,31,58,95,73,24,50,0,41,101,124,0,41,6,39,6054,703,1221,246,4833,569,698,186,526,205,1077,309,1051,280,750,214,371,136,98,63,262,117
71,Auburn Gresham,38983,1398,8098,755,30885,1156,9382,779,4284,473,5932,564,3502,436,3529,419,2445,333,639,181,1172,216,28027,1349,7290,732,20737,1092,6808,677,2774,398,3684,469,2147,338,2376,370,1677,278,460,155,811,177,10500,671,699,189,9801,620,2510,330,1469,255,2187,293,1290,235,1106,238,748,199,179,99,312,121,30,53,20,53,10,45,0,46,1,44,0,46,0,46,9,46,0,46,0,46,0,46,426,190,89,79,337,149,64,68,40,55,61,62,65,59,38,71,20,55,0,46,49,70
72,Beverly,16313,631,2161,338,14152,525,2173,270,959,213,1227,207,1264,247,1856,248,1561,213,979,177,4133,323,12629,663,1784,322,10845,524,1781,253,715,187,933,175,920,208,1418,217,1322,196,774,156,2982,304,2892,339,334,136,2558,321,318,99,158,95,235,93,211,71,376,121,169,68,197,90,894,178,80,48,0,29,80,48,7,26,1,27,14,35,10,32,9,31,22,36,0,29,17,32,712,169,43,45,669,161,67,54,85,56,45,39,123,84,53,38,48,40,8,30,240,85
73,Washington Heights,21527,919,3719,488,17808,771,4390,515,2343,372,3055,375,2232,311,2664,319,1361,241,725,191,1038,202,14600,853,3235,456,11365,685,2960,435,1352,274,1473,302,1524,263,1846,280,831,198,528,170,851,185,6646,451,434,137,6212,420,1417,245,969,215,1535,232,620,164,814,178,497,145,180,93,180,82,93,74,5,33,88,72,0,33,0,33,0,33,71,66,0,33,0,33,17,41,0,33,188,101,45,66,143,79,13,33,22,42,47,59,17,35,4,32,33,44,0,33,7,34
74,Mount Greenwood,14555,615,2035,307,12520,557,1948,318,758,191,1200,191,1159,216,1497,294,1862,269,1094,198,3002,280,12980,652,1766,300,11214,576,1677,306,675,186,1065,187,1022,185,1316,284,1723,263,968,190,2768,265,1027,210,129,73,898,196,217,72,57,46,82,52,112,102,136,77,115,70,18,28,161,77,30,51,0,25,30,51,0,25,0,25,0,25,0,25,0,25,0,25,30,51,0,25,518,174,140,99,378,131,54,47,26,35,53,41,25,25,45,45,24,35,78,63,73,58
75,Morgan Park,18275,825,2986,439,15289,713,3240,456,1439,295,1845,287,1814,355,1846,294,1898,320,822,151,2385,327,13685,746,2513,412,11172,654,2339,356,922,240,1168,221,1379,315,1481,279,1346,250,654,145,1883,287,3980,400,382,146,3598,356,772,199,429,132,654,161,412,120,313,113,504,149,146,74,368,118,45,47,0,31,45,47,32,40,0,31,0,31,0,31,5,31,0,31,8,32,0,31,565,219,91,79,474,193,97,76,88,62,23,36,23,45,47,67,48,58,14,35,134,72
76,O'Hare,11312,657,1776,364,9536,590,1091,287,559,208,2211,429,1724,376,1653,363,938,303,243,110,1117,285,3730,435,371,188,3359,417,498,170,189,140,720,243,327,124,525,175,383,158,169,87,548,214,812,273,89,100,723,258,42,65,32,46,119,114,78,76,130,157,66,63,20,41,236,149,507,265,29,50,478,262,40,70,112,107,44,72,74,93,98,103,84,99,0,38,26,49,6263,758,1287,315,4976,664,511,212,226,120,1328,340,1245,339,900,298,405,249,54,73,307,160
77,Edgewater,49820,1408,5412,665,44408,1208,9183,784,4449,515,5580,572,5734,584,6212,584,4346,517,2745,417,6159,536,17005,963,1601,333,15404,881,3323,440,1394,277,1636,284,1910,344,2404,380,1567,317,862,213,2308,328,15515,853,820,241,14695,822,2129,403,1483,313,1690,297,1754,303,1899,304,1819,299,1238,298,2683,338,919,225,64,71,855,209,124,86,202,117,99,85,171,116,117,77,63,71,0,48,79,62,16381,1288,2927,545,13454,1068,3607,515,1370,306,2155,391,1899,409,1792,363,897,257,645,215,1089,235
