area_id,area_name,c18108001,c18108001_moe,c18108002,c18108002_moe,c18108003,c18108003_moe,c18108004,c18108004_moe,c18108005,c18108005_moe,c18108006,c18108006_moe,c18108007,c18108007_moe,c18108008,c18108008_moe,c18108009,c18108009_moe,c18108010,c18108010_moe,c18108011,c18108011_moe,c18108012,c18108012_moe,c18108013,c18108013_moe
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,28695,996,6237,485,58,55,20,44,6159,482,18696,758,633,190,456,128,17607,789,3762,299,528,129,479,120,2755,295
SI05,New Springville-Bloomfield-Travis,38651,1530,8561,747,84,54,48,54,8429,752,24653,1136,917,201,907,225,22829,1172,5437,401,776,169,894,184,3767,354
SI07,Westerleigh,24198,887,5179,382,179,83,82,64,4918,380,15285,675,669,176,483,143,14133,655,3734,287,649,140,770,170,2315,249
SI08,Grymes Hill-Clifton-Fox Hills,23846,1514,6059,764,120,105,31,38,5908,734,15885,1103,712,218,455,198,14718,1083,1902,265,296,98,467,149,1139,251
SI11,Charleston-Richmond Valley-Tottenville,23141,1095,6226,533,59,54,166,96,6001,538,14426,794,551,184,461,148,13414,795,2489,311,294,97,520,144,1675,278
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,30381,1353,8479,743,150,66,78,56,8251,744,19561,895,1042,216,811,214,17708,924,2341,268,498,157,387,114,1456,212
SI14,Grasmere-Arrochar-Ft. Wadsworth,14418,680,3202,333,88,77,76,51,3038,329,9257,517,352,107,379,121,8526,509,1959,212,289,100,539,124,1131,175
SI22,West New Brighton-New Brighton-St. George,30762,1516,8497,912,204,112,146,80,8147,901,19227,969,819,207,845,212,17563,939,3038,326,361,97,669,154,2008,282
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,31452,1237,6451,658,56,67,83,85,6312,599,20103,858,811,205,572,169,18720,830,4898,444,626,151,1069,315,3203,341
SI25,Oakwood-Oakwood Beach,22038,968,4577,470,143,141,34,37,4400,460,13174,735,675,217,400,137,12099,706,4287,413,608,154,785,201,2894,354
SI28,Port Richmond,19211,1203,5245,683,166,121,31,51,5048,694,11989,755,390,101,435,133,11164,774,1977,263,313,110,381,114,1283,242
SI32,Rossville-Woodrow,19866,865,4670,487,78,92,97,99,4495,506,12929,656,316,148,272,151,12341,667,2267,306,306,114,335,116,1626,278
SI35,New Brighton-Silver Lake,17902,916,4518,491,73,60,17,28,4428,487,11487,649,452,162,366,134,10669,645,1897,189,327,104,373,100,1197,181
SI36,Old Town-Dongan Hills-South Beach,24360,1072,4859,468,96,68,0,32,4763,466,15651,849,929,220,739,185,13983,820,3850,400,510,150,738,178,2602,342
SI37,Stapleton-Rosebank,24985,1187,5680,594,152,80,69,48,5459,587,16706,842,718,182,926,234,15062,857,2599,287,336,107,593,201,1670,205
SI45,New Dorp-Midland Beach,21187,993,4852,496,41,36,132,93,4679,499,13476,726,561,169,630,187,12285,729,2859,288,427,132,521,120,1911,264
SI48,Arden Heights,24786,901,5414,447,73,69,52,62,5289,442,16791,674,803,198,390,138,15598,660,2581,312,305,128,380,148,1896,263
SI54,Great Kills,43399,1166,9666,705,121,102,47,49,9498,706,27776,858,1312,248,992,219,25472,877,5957,414,799,186,1037,258,4121,379
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
