area_id,area_name,b05008001,b05008001_moe,b05008002,b05008002_moe,b05008003,b05008003_moe,b05008004,b05008004_moe,b05008005,b05008005_moe,b05008006,b05008006_moe,b05008007,b05008007_moe,b05008008,b05008008_moe,b05008009,b05008009_moe,b05008010,b05008010_moe,b05008011,b05008011_moe,b05008012,b05008012_moe,b05008013,b05008013_moe,b05008014,b05008014_moe,b05008015,b05008015_moe,b05008016,b05008016_moe,b05008017,b05008017_moe,b05008018,b05008018_moe,b05008019,b05008019_moe,b05008020,b05008020_moe,b05008021,b05008021_moe,b05008022,b05008022_moe,b05008023,b05008023_moe,b05008024,b05008024_moe,b05008025,b05008025_moe,b05008026,b05008026_moe,b05008027,b05008027_moe,b05008028,b05008028_moe,b05008029,b05008029_moe,b05008030,b05008030_moe,b05008031,b05008031_moe,b05008032,b05008032_moe,b05008033,b05008033_moe,b05008034,b05008034_moe,b05008035,b05008035_moe,b05008036,b05008036_moe,b05008037,b05008037_moe,b05008038,b05008038_moe,b05008039,b05008039_moe,b05008040,b05008040_moe,b05008041,b05008041_moe,b05008042,b05008042_moe,b05008043,b05008043_moe,b05008044,b05008044_moe,b05008045,b05008045_moe,b05008046,b05008046_moe,b05008047,b05008047_moe,b05008048,b05008048_moe,b05008049,b05008049_moe,b05008050,b05008050_moe,b05008051,b05008051_moe,b05008052,b05008052_moe,b05008053,b05008053_moe,b05008054,b05008054_moe,b05008055,b05008055_moe,b05008056,b05008056_moe,b05008057,b05008057_moe,b05008058,b05008058_moe,b05008059,b05008059_moe,b05008060,b05008060_moe,b05008061,b05008061_moe,b05008062,b05008062_moe,b05008063,b05008063_moe,b05008064,b05008064_moe,b05008065,b05008065_moe,b05008066,b05008066_moe,b05008067,b05008067_moe,b05008068,b05008068_moe,b05008069,b05008069_moe
42,Woodlawn,1135,251,661,195,186,91,7,35,34,41,145,87,221,94,27,52,58,64,136,82,83,79,23,49,0,36,60,54,41,73,23,49,0,36,18,45,27,39,4,37,0,36,0,36,4,37,23,38,0,36,0,36,23,38,15,43,0,36,0,36,15,43,171,109,17,39,50,57,104,97,474,136,145,71,6,35,95,63,44,43,110,63,13,40,49,51,48,46,111,69,0,36,7,37,104,69,0,36,0,36,0,36,0,36,75,53,36,46,0,36,0,36,36,46,39,44,0,36,7,37,32,43,36,57,0,36,0,36,36,57,108,78,0,36,24,41,84,74
43,South Shore,1457,413,748,245,36,53,0,44,7,44,29,53,7,44,1,43,0,44,6,45,234,126,0,44,0,44,234,126,119,100,0,44,0,44,119,100,115,89,87,87,0,44,0,44,87,87,28,45,0,44,0,44,28,45,0,44,0,44,0,44,0,44,471,211,6,48,232,160,233,135,709,246,9,45,0,44,0,44,9,45,40,66,0,44,0,44,40,66,249,129,0,44,37,71,212,117,99,85,0,44,0,44,99,85,133,103,133,103,0,44,36,72,97,86,0,44,0,44,0,44,0,44,17,49,0,44,1,43,16,51,411,205,37,74,165,110,209,143
44,Chatham,253,131,142,96,1,35,1,35,0,37,0,37,0,37,0,37,0,37,0,37,44,57,0,37,0,37,44,57,43,58,0,37,0,37,43,58,1,35,1,35,0,37,0,37,1,35,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,97,86,0,37,0,37,97,86,111,62,12,38,0,37,0,37,12,38,22,43,11,38,0,37,11,42,29,43,0,37,15,38,14,37,12,36,0,37,5,36,7,37,17,43,0,37,0,37,0,37,0,37,17,43,0,37,10,38,7,37,0,37,0,37,0,37,0,37,48,47,0,37,31,46,17,38
45,Avalon Park,169,92,56,38,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,30,0,19,19,30,0,19,13,26,0,19,13,26,0,19,6,19,0,19,0,19,0,19,0,19,6,19,0,19,6,19,0,19,0,19,0,19,0,19,0,19,37,37,0,19,10,22,27,35,113,70,10,22,0,19,0,19,10,22,21,37,0,19,21,37,0,19,11,21,0,19,0,19,11,21,11,21,0,19,0,19,11,21,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,71,59,0,19,39,39,32,30
46,South Chicago,3639,656,1925,423,5,37,0,37,0,37,5,37,25,53,25,53,0,37,0,37,1430,325,43,76,382,213,1005,205,159,100,0,37,81,74,78,76,1263,315,1049,261,0,37,301,202,748,170,214,143,43,76,0,37,171,117,8,38,0,37,0,37,8,38,465,274,0,37,337,250,128,89,1714,317,36,44,0,37,0,37,36,44,0,37,0,37,0,37,0,37,1412,278,0,37,351,172,1061,223,191,132,0,37,111,110,80,83,1214,253,1060,235,0,37,219,133,841,199,154,98,0,37,21,42,133,86,7,38,0,37,0,37,7,38,266,154,16,43,169,123,81,78
47,Burnside,100,88,59,68,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,52,0,11,33,52,0,11,33,52,0,11,33,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,40,0,11,10,21,16,23,41,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,30,0,11,12,19,13,24,25,30,0,11,12,19,13,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,23,0,11,0,11,16,23
48,Calumet Heights,755,333,356,205,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,122,63,0,27,57,44,65,52,73,49,0,27,38,40,35,37,49,49,30,40,0,27,0,27,30,40,19,39,0,27,19,39,0,27,0,27,0,27,0,27,0,27,234,198,0,27,127,185,107,75,399,169,49,51,0,27,0,27,49,51,14,31,0,27,0,27,14,31,196,124,29,39,45,76,122,77,151,114,29,39,45,76,77,57,45,57,27,50,0,27,0,27,27,50,18,37,0,27,0,27,18,37,0,27,0,27,0,27,0,27,140,102,0,27,68,82,72,82
49,Roseland,707,213,346,118,19,43,6,41,0,41,13,43,105,69,7,42,7,42,91,68,166,90,0,41,19,45,147,88,129,80,0,41,19,45,110,78,31,56,0,41,0,41,0,41,0,41,31,56,0,41,0,41,31,56,6,41,0,41,0,41,6,41,56,61,0,41,14,46,42,57,361,143,38,50,0,41,0,41,38,50,56,59,0,41,0,41,56,59,252,131,0,41,14,42,238,130,199,119,0,41,7,41,192,119,53,66,12,49,0,41,0,41,12,49,41,61,0,41,7,41,34,60,0,41,0,41,0,41,0,41,15,45,0,41,15,45,0,41
50,Pullman,246,135,124,74,0,19,0,19,0,19,0,19,7,20,0,19,7,20,0,19,117,72,0,19,22,29,95,58,0,19,0,19,0,19,0,19,117,72,117,72,0,19,22,29,95,58,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,122,73,9,16,0,19,0,19,9,16,18,27,0,19,12,28,6,18,95,69,0,19,3,18,92,69,12,25,0,19,0,19,12,25,83,66,83,66,0,19,3,18,80,66,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,2303,442,979,244,59,43,0,25,0,25,59,43,10,27,0,25,0,25,10,27,876,231,0,25,152,101,724,186,35,33,0,25,0,25,35,33,841,228,831,229,0,25,152,101,679,184,10,28,0,25,0,25,10,28,0,25,0,25,0,25,0,25,34,54,0,25,0,25,34,54,1324,294,99,65,0,25,32,37,67,56,39,56,0,25,0,25,39,56,1183,295,0,25,345,214,838,198,78,66,0,25,0,25,78,66,1105,287,1000,274,0,25,301,198,699,187,105,97,0,25,44,57,61,57,0,25,0,25,0,25,0,25,3,22,0,25,0,25,3,22
52,East Side,7334,780,3840,491,295,103,0,29,8,28,287,102,63,54,0,29,13,32,50,53,3473,485,0,29,871,325,2602,361,13,35,0,29,13,35,0,29,3413,481,3208,424,0,29,680,236,2528,352,205,254,0,29,156,247,49,62,47,50,0,29,22,44,25,37,9,31,0,29,9,31,0,29,3494,403,325,126,0,29,76,91,249,92,48,49,0,29,8,27,40,50,3121,391,9,28,501,218,2611,338,0,29,0,29,0,29,0,29,3038,389,2954,382,9,28,475,216,2470,329,84,84,0,29,0,29,84,84,83,62,0,29,26,39,57,55,0,29,0,29,0,29,0,29
53,West Pullman,877,290,522,200,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,493,193,12,42,184,150,297,129,58,66,0,39,27,56,31,53,435,185,353,159,12,42,157,145,184,80,82,102,0,39,0,39,82,102,0,39,0,39,0,39,0,39,29,56,0,39,9,48,20,49,355,116,13,40,0,39,13,40,0,39,0,39,0,39,0,39,0,39,327,112,11,40,99,79,217,83,37,42,0,39,0,39,37,42,290,110,258,106,11,40,99,79,148,76,32,48,0,39,0,39,32,48,0,39,0,39,0,39,0,39,15,42,0,39,0,39,15,42
54,Riverdale,54,41,27,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,27,22,0,16,0,16,27,22,0,16,0,16,0,16,0,16,27,22,27,22,0,16,0,16,27,22,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,27,23,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,27,23,0,16,0,16,27,23,0,16,0,16,0,16,0,16,27,23,27,23,0,16,0,16,27,23,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,1112,308,559,174,75,60,0,19,22,38,53,53,75,67,0,19,46,57,29,37,409,150,0,19,26,33,383,144,0,19,0,19,0,19,0,19,400,149,383,149,0,19,26,33,357,141,17,28,0,19,0,19,17,28,9,19,0,19,0,19,9,19,0,19,0,19,0,19,0,19,553,158,100,67,0,19,0,19,100,67,69,60,0,19,46,55,23,28,384,138,0,19,8,17,376,137,0,19,0,19,0,19,0,19,367,137,355,136,0,19,0,19,355,136,12,24,0,19,0,19,12,24,17,24,0,19,8,17,9,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,7697,724,3905,418,1591,293,25,48,171,113,1395,261,268,115,0,42,40,53,228,107,1992,308,14,45,148,76,1830,285,56,68,0,42,0,42,56,68,1910,303,1833,299,14,45,136,76,1683,277,77,61,0,42,12,43,65,58,26,50,0,42,0,42,26,50,54,63,0,42,0,42,54,63,3792,419,1752,304,15,48,341,161,1396,258,359,167,0,42,79,105,280,133,1646,258,0,42,273,131,1373,233,17,41,0,42,0,42,17,41,1589,254,1558,254,0,42,233,123,1325,231,31,50,0,42,0,42,31,50,40,52,0,42,40,52,0,42,35,46,0,42,0,42,35,46
57,Archer Heights,5620,570,2780,338,524,131,10,26,119,85,395,115,109,96,0,27,15,32,94,96,2147,308,0,27,595,202,1552,242,19,31,0,27,11,32,8,26,2102,311,2085,312,0,27,574,202,1511,244,17,30,0,27,10,28,7,29,26,36,0,27,0,27,26,36,0,27,0,27,0,27,0,27,2840,306,559,146,22,43,129,67,408,117,36,30,0,27,11,28,25,30,2245,283,13,33,510,163,1722,244,0,27,0,27,0,27,0,27,2178,287,2130,290,13,33,494,162,1623,252,48,46,0,27,16,35,32,38,67,56,0,27,0,27,67,56,0,27,0,27,0,27,0,27
58,Brighton Park,19216,1183,9940,719,246,136,0,43,104,105,142,80,899,180,11,44,255,101,633,151,8795,709,44,71,2120,468,6631,561,42,68,0,43,22,64,20,49,8547,703,8410,700,44,71,1993,458,6373,554,137,83,0,43,38,57,99,71,206,119,0,43,67,79,139,100,0,43,0,43,0,43,0,43,9276,638,324,129,0,43,0,43,324,129,1019,207,56,59,242,113,721,183,7933,616,80,75,1805,358,6048,531,17,49,0,43,0,43,17,49,7706,616,7515,613,71,75,1672,348,5772,534,191,97,9,44,59,65,123,76,210,100,0,43,74,62,136,80,0,43,0,43,0,43,0,43
59,McKinley Park,6016,602,3156,355,75,56,0,25,0,25,75,56,929,175,4,23,348,138,577,123,2141,316,23,42,486,212,1632,267,2,19,0,25,1,22,1,22,2088,319,2088,319,23,42,485,212,1580,270,0,25,0,25,0,25,0,25,51,46,0,25,0,25,51,46,11,28,0,25,0,25,11,28,2860,343,71,46,0,25,0,25,71,46,954,191,0,25,403,141,551,140,1829,289,0,25,356,145,1473,241,0,25,0,25,0,25,0,25,1793,285,1764,281,0,25,340,138,1424,237,29,38,0,25,16,34,13,30,36,45,0,25,0,25,36,45,6,26,0,25,6,26,0,25
60,Bridgeport,11070,874,5798,552,240,108,17,44,47,54,176,89,3959,484,158,117,1413,351,2388,312,1533,309,0,37,407,187,1126,226,4,35,0,37,0,37,4,35,1506,308,1431,302,0,37,394,186,1037,218,75,75,0,37,0,37,75,75,23,41,0,37,13,39,10,37,66,51,6,37,44,45,16,38,5272,466,209,89,20,48,21,38,168,79,3852,403,91,62,1281,266,2480,321,1164,266,0,37,337,163,827,200,0,37,0,37,0,37,0,37,1148,265,1134,264,0,37,326,162,808,200,14,38,0,37,0,37,14,38,16,37,0,37,11,38,5,36,47,45,0,37,22,36,25,45
61,New City,12021,876,6523,584,116,68,0,47,13,50,103,66,240,76,16,50,103,71,121,75,6131,580,21,52,1657,364,4453,477,7,47,0,47,0,47,7,47,6048,575,5845,568,21,52,1561,354,4263,468,203,107,0,47,20,56,183,101,76,76,0,47,76,76,0,47,36,56,0,47,0,47,36,56,5498,472,116,73,0,47,36,61,80,63,202,79,0,47,55,59,147,73,5158,463,24,50,1611,351,3523,371,21,50,0,47,0,47,21,50,5109,459,4986,459,14,48,1581,347,3391,368,123,89,0,47,12,50,111,87,28,65,10,48,18,55,0,47,22,49,0,47,11,49,11,46
62,West Elsdon,7540,719,3840,459,458,169,0,27,89,65,369,147,137,67,0,27,18,28,119,62,3185,437,26,37,558,213,2601,377,46,48,0,27,37,47,9,29,3105,431,3056,430,26,37,514,208,2516,374,49,44,0,27,0,27,49,44,34,41,0,27,7,25,27,42,60,79,0,27,51,80,9,29,3700,396,468,166,0,27,115,82,353,119,131,74,0,27,21,22,110,68,3020,379,8,26,693,263,2319,317,42,46,0,27,22,42,20,31,2942,371,2909,365,8,26,660,259,2241,307,33,59,0,27,0,27,33,59,36,42,0,27,11,31,25,31,81,121,0,27,81,121,0,27
63,Gage Park,18149,1221,9453,734,26,47,0,41,8,39,18,40,155,106,21,50,78,77,56,51,9265,730,44,52,2485,529,6736,560,10,40,0,41,0,41,10,40,9024,732,8893,737,44,52,2328,519,6521,564,131,87,0,41,22,51,109,81,231,161,0,41,135,152,96,65,7,39,0,41,7,39,0,41,8696,686,71,57,0,41,0,41,71,57,152,79,11,43,42,51,99,66,8472,691,44,62,2059,455,6369,558,10,40,0,41,0,41,10,40,8262,674,8167,680,44,62,1911,434,6212,562,95,74,0,41,0,41,95,74,200,170,0,41,148,136,52,70,1,39,0,41,1,39,0,41
64,Clearing,4989,650,2191,327,618,169,14,35,172,108,432,143,40,53,0,31,32,53,8,30,1533,295,72,78,246,145,1215,236,1,27,0,31,0,31,1,27,1408,281,1332,270,72,78,110,93,1150,232,76,86,0,31,44,56,32,50,124,109,0,31,92,104,32,37,0,31,0,31,0,31,0,31,2798,399,1065,237,9,32,144,98,912,209,152,185,0,31,114,184,38,40,1581,294,71,107,375,179,1135,241,0,31,0,31,0,31,0,31,1405,283,1332,274,62,106,286,161,984,218,73,87,0,31,66,87,7,33,176,122,9,33,23,37,144,118,0,31,0,31,0,31,0,31
65,West Lawn,11918,941,6376,626,250,117,23,47,17,42,210,97,83,68,0,34,20,37,63,64,6028,615,95,84,1006,286,4927,520,32,60,0,34,0,34,32,60,5781,586,5683,587,95,84,884,266,4704,497,98,85,0,34,30,57,68,56,215,167,0,34,92,102,123,133,15,39,0,34,0,34,15,39,5542,519,290,121,0,34,9,33,281,120,105,77,0,34,10,34,95,69,5122,504,74,69,885,303,4163,447,25,35,0,34,0,34,25,35,4924,501,4791,502,74,69,834,298,3883,444,133,82,0,34,0,34,133,82,173,133,0,34,51,60,122,124,25,41,0,34,15,40,10,35
66,Chicago Lawn,11665,1038,5921,598,207,123,0,49,34,56,173,113,212,147,0,49,0,49,212,147,5418,576,42,60,1345,404,4031,420,28,47,0,49,0,49,28,47,5284,574,5228,573,42,60,1327,403,3859,416,56,53,0,49,0,49,56,53,106,88,0,49,18,55,88,84,84,70,0,49,55,67,29,53,5744,557,233,105,0,49,65,65,168,89,204,150,3,48,0,49,201,150,5267,533,138,87,1126,313,4003,407,7,48,0,49,0,49,7,48,5184,532,5066,534,130,87,1118,313,3818,406,118,98,8,49,0,49,110,92,76,67,0,49,8,48,68,68,40,65,0,49,24,61,16,54
67,West Englewood,683,274,321,170,18,54,0,48,18,54,0,48,15,52,0,48,0,48,15,52,236,160,9,49,93,138,134,93,3,47,0,48,0,48,3,47,233,160,118,93,0,48,18,54,100,89,115,116,9,49,75,112,31,55,0,48,0,48,0,48,0,48,52,63,0,48,52,63,0,48,362,147,0,48,0,48,0,48,0,48,26,61,0,48,0,48,26,61,261,126,0,48,60,68,201,106,44,64,0,48,0,48,44,64,179,110,92,87,0,48,15,53,77,85,87,82,0,48,45,65,42,54,38,60,0,48,0,48,38,60,75,82,20,55,55,77,0,48
68,Englewood,201,126,117,84,4,35,0,36,4,35,0,36,3,35,0,36,0,36,3,35,76,73,0,36,22,41,54,60,33,63,0,36,14,41,19,46,43,53,24,52,0,36,0,36,24,52,19,39,0,36,8,37,11,38,0,36,0,36,0,36,0,36,34,54,0,36,0,36,34,54,84,60,0,36,0,36,0,36,0,36,15,37,0,36,3,36,12,36,61,58,13,41,7,37,41,53,13,41,13,41,0,36,0,36,48,53,29,51,0,36,7,37,22,50,19,40,0,36,0,36,19,40,0,36,0,36,0,36,0,36,8,37,0,36,0,36,8,37
69,Greater Grand Crossing,369,191,208,114,4,37,0,38,0,38,4,37,8,39,0,38,0,38,8,39,54,52,0,38,18,47,36,45,27,51,0,38,18,47,9,43,27,40,11,37,0,38,0,38,11,37,16,41,0,38,0,38,16,41,0,38,0,38,0,38,0,38,142,109,14,42,99,102,29,42,161,100,4,37,0,38,0,38,4,37,11,38,0,38,4,37,7,38,59,53,0,38,0,38,59,53,27,46,0,38,0,38,27,46,32,46,21,46,0,38,0,38,21,46,11,37,0,38,0,38,11,37,0,38,0,38,0,38,0,38,87,92,0,38,68,91,19,40
70,Ashburn,6170,728,3241,394,149,103,0,41,13,44,136,95,264,188,0,41,3,39,261,185,2699,331,7,40,322,140,2370,297,187,126,0,41,15,45,172,123,2485,313,2409,311,7,40,307,139,2095,278,76,68,0,41,0,41,76,68,27,56,0,41,0,41,27,56,129,75,0,41,7,41,122,75,2929,421,184,75,9,40,0,41,175,72,173,107,0,41,22,51,151,103,2495,394,45,56,496,224,1954,325,89,67,0,41,14,44,75,63,2358,386,2223,382,45,56,474,223,1704,312,135,93,0,41,0,41,135,93,48,64,0,41,8,40,40,64,77,59,0,41,30,49,47,52
71,Auburn Gresham,441,194,223,112,2,45,0,46,1,44,1,44,24,60,0,46,14,50,10,47,97,70,0,46,26,47,71,66,32,57,0,46,8,47,24,56,65,60,45,57,0,46,9,45,36,53,20,49,0,46,9,47,11,47,0,46,0,46,0,46,0,46,100,90,0,46,20,54,80,75,218,118,0,46,0,46,0,46,0,46,33,62,0,46,24,61,9,47,149,95,0,46,19,50,130,93,85,83,0,46,7,46,78,83,64,59,52,58,0,46,12,49,40,55,12,48,0,46,0,46,12,48,0,46,0,46,0,46,0,46,36,71,0,46,19,53,17,51
72,Beverly,740,173,283,90,161,69,0,29,32,55,129,56,0,29,0,29,0,29,0,29,66,43,0,29,0,29,66,43,17,31,0,29,0,29,17,31,41,40,28,35,0,29,0,29,28,35,13,34,0,29,0,29,13,34,8,29,0,29,0,29,8,29,56,51,0,29,0,29,56,51,457,131,224,98,0,29,0,29,224,98,60,50,0,29,13,29,47,49,110,62,0,29,18,33,92,58,35,40,0,29,0,29,35,40,44,41,31,35,0,29,6,29,25,34,13,34,0,29,0,29,13,34,31,43,0,29,12,33,19,40,63,51,0,29,8,30,55,50
73,Washington Heights,188,101,100,73,1,31,0,33,0,33,1,31,1,30,0,33,1,30,0,33,71,71,0,33,0,33,71,71,16,36,0,33,0,33,16,36,55,69,44,67,0,33,0,33,44,67,11,36,0,33,0,33,11,36,0,33,0,33,0,33,0,33,27,39,0,33,0,33,27,39,88,63,12,40,0,33,0,33,12,40,1,29,0,33,0,33,1,29,60,60,0,33,0,33,60,60,22,39,0,33,0,33,22,39,38,60,0,33,0,33,0,33,0,33,38,60,0,33,0,33,38,60,0,33,0,33,0,33,0,33,15,35,0,33,8,34,7,34
74,Mount Greenwood,518,174,235,93,162,74,0,25,13,30,149,71,35,36,0,25,7,23,28,37,14,31,0,25,0,25,14,31,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,14,31,0,25,0,25,14,31,24,44,0,25,0,25,24,44,283,123,156,106,0,25,0,25,156,106,82,74,9,26,32,42,41,46,37,40,12,31,12,29,13,23,25,33,12,31,0,25,13,23,12,29,12,29,0,25,12,29,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,8,27,0,25,8,27,0,25
75,Morgan Park,610,230,251,104,76,68,0,31,0,31,76,68,36,37,0,31,11,34,25,34,139,79,0,31,0,31,139,79,80,64,0,31,0,31,80,64,59,52,33,44,0,31,0,31,33,44,26,41,0,31,0,31,26,41,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,359,152,176,123,0,31,9,31,167,121,74,72,0,31,11,34,63,71,109,78,0,31,0,31,109,78,53,65,0,31,0,31,53,65,44,51,25,45,0,31,0,31,25,45,19,35,0,31,0,31,19,35,12,34,0,31,0,31,12,34,0,31,0,31,0,31,0,31
76,O'Hare,6378,774,3218,478,1991,365,18,45,878,239,1095,306,667,277,40,74,414,196,213,131,386,210,0,38,52,71,334,194,0,38,0,38,0,38,0,38,255,192,211,178,0,38,20,47,191,174,44,59,0,38,0,38,44,59,131,91,0,38,32,64,99,75,174,150,72,88,58,73,44,65,3160,435,2069,344,20,50,744,197,1305,301,770,289,0,38,491,241,279,197,186,160,0,38,55,68,131,151,0,38,0,38,0,38,0,38,141,152,130,151,0,38,23,47,107,148,11,43,0,38,0,38,11,43,45,69,0,38,32,64,13,41,135,116,0,38,93,93,42,75
77,Edgewater,16879,1341,8258,816,1423,302,52,65,232,138,1139,268,3111,468,166,99,1295,353,1650,307,2356,556,41,56,687,348,1628,441,163,100,24,53,22,52,117,94,2008,549,1790,548,17,51,536,340,1237,429,218,119,0,48,50,63,168,115,185,109,0,48,79,90,106,76,1368,380,92,115,860,338,416,147,8621,853,2045,341,0,48,366,167,1679,294,3249,609,241,137,1415,429,1593,324,2020,432,33,60,782,335,1205,256,216,102,17,53,9,49,190,96,1326,384,1060,372,0,48,422,294,638,207,266,129,0,48,46,61,220,125,478,184,16,55,305,163,157,85,1307,322,88,148,941,267,278,127
